,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,posemo,interrog,number,quant,affect,negemo,compare,social,anx,anger,sad,risk,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,money,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
35,27,89.09,13.32,58.07,99.0,27.0,18.52,85.19,48.15,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,7.41,14.81,11.11,0.0,3.7,0.0,22.22,3.7,0.1235,0.0,3.7,3.7,7.41,0.0,0.0,0.07400000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,3.7,0.0,7.41,7.41,0.0,3.7,3.7,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,7.41,3.7,3.7,0.0,0.0,0.0,0.0,18.52,3.7,11.11,0.0,3.7,7.41,0.0,0.0,0.0,0.0,0.0,7.41,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,66,73.59,22.44,16.48,80.64,16.5,24.24,83.33,53.03,9.09,3.03,0.0,0.0,0.0,0.0,3.03,6.06,7.58,15.15,6.06,6.06,9.09,4.55,13.64,9.09,0.050500000000000000,3.03,0.0,0.0,3.03,0.0,0.13651365136513700,0.060600000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,6.06,0.0,3.03,0.0,6.06,1.52,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,6.06,0.0,0.0,0.06666666666666670,0.0,12.12,0.0,9.09,1.52,3.03,6.06,1.52,0.0,0.0,0.0,0.0,3.03,0.0,3.03,0.0,0.0,0.0,10.61,6.06,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03
37,41,96.72,59.64,25.63,96.29,13.67,12.2,87.8,46.34,4.88,4.88,2.44,2.44,0.0,0.0,0.0,0.0,7.32,19.51,7.32,2.44,7.32,0.0,12.2,0.0,0.08133333333333330,0.0,0.0,0.0,4.88,0.0,0.07320732073207320,0.09760000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,0.0,2.44,2.44,0.0,2.44,2.44,4.88,2.44,2.44,0.0,2.44,0.0,0.0,0.0,0.0,12.2,4.88,2.44,2.44,2.44,0.16105610561056100,0.0,9.76,0.0,14.63,0.0,9.76,4.88,4.88,0.0,0.0,0.0,0.0,2.44,0.0,2.44,0.0,0.0,0.0,12.2,7.32,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,53,86.26,22.52,81.66,25.77,17.67,5.66,100.0,62.26,13.21,1.89,1.89,0.0,0.0,0.0,0.0,11.32,9.43,18.87,7.55,1.89,7.55,3.77,18.87,0.0,0.0,3.77,1.89,5.66,0.0,0.0,0.05670567056705670,0.0378,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,13.21,3.77,1.89,1.89,1.89,1.89,3.77,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66,0.0,0.0,1.89,3.77,0.08294829482948300,13.21,3.77,0.0,18.87,1.89,11.32,5.66,3.77,0.0,1.89,0.0,0.0,3.77,0.0,3.77,0.0,0.0,0.0,5.66,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,36,38.6,13.32,74.76,25.77,36.0,5.56,91.67,63.89,22.22,11.11,11.11,0.0,0.0,0.0,0.0,11.11,11.11,8.33,13.89,2.78,5.56,0.0,16.67,5.56,0.0,0.0,0.0,5.56,0.0,0.0,0.08340834083408340,0.1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,2.78,0.0,0.0,0.0,5.56,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,11.11,2.78,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,11.11,2.78,5.56,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,22,32.58,18.16,85.21,25.77,11.0,9.09,90.91,59.09,18.18,13.64,13.64,0.0,0.0,0.0,0.0,4.55,0.0,18.18,18.18,4.55,4.55,0.0,36.36,4.55,0.0,0.0,0.0,4.55,0.0,0.0,0.13651365136513700,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,13.64,22.73,0.0,13.64,0.0,9.09,4.55,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,36,93.26,28.91,39.76,98.27,18.0,16.67,86.11,50.0,11.11,2.78,2.78,0.0,0.0,0.0,0.0,8.33,13.89,11.11,8.33,0.0,5.56,0.0,16.67,16.67,0.13883333333333300,0.0,2.78,2.78,11.11,0.09730486524326220,0.16681668166816700,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,8.33,2.78,0.0,0.0,0.0,2.78,2.78,2.78,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,2.78,0.0,8.33,0.0,0.0,13.89,0.0,11.11,0.0,2.78,8.33,2.78,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,13.89,5.56,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,45,70.69,13.32,18.21,94.19,15.0,20.0,80.0,60.0,8.89,6.67,6.67,0.0,0.0,0.0,0.0,2.22,15.56,8.89,13.33,6.67,6.67,2.22,15.56,4.44,0.07400000000000000,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,4.44,2.22,4.44,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,2.22,0.0,0.0,11.11,2.22,6.67,0.0,4.44,2.22,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,0.0,8.89,6.67,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,28,48.63,63.97,4.35,99.0,14.0,10.71,92.86,64.29,17.86,10.71,3.57,0.0,3.57,0.0,3.57,7.14,10.71,10.71,7.14,14.29,3.57,0.0,14.29,3.57,0.119,0.0,0.0,3.57,7.14,0.0,0.0,0.14280000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86,0.0,3.57,7.14,7.14,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,0.0,3.57,0.0,7.14,0.07854785478547850,3.57,10.71,10.71,10.71,0.0,3.57,7.14,0.0,0.0,0.0,0.0,0.0,3.57,0.0,3.57,0.0,0.0,0.0,7.14,3.57,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,51,59.32,21.64,53.79,62.94,12.75,21.57,88.24,58.82,7.84,3.92,0.0,0.0,3.92,0.0,0.0,3.92,13.73,7.84,11.76,3.92,9.8,5.88,15.69,1.96,0.06533333333333330,0.0,0.0,1.96,5.88,0.06860343017150860,0.0,0.0784,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,17.65,0.0,3.92,1.96,5.88,0.0,9.8,1.96,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,9.8,1.96,0.0,0.0,0.0,13.73,5.88,13.73,0.0,11.76,1.96,1.96,0.0,0.0,0.0,0.0,3.92,0.0,3.92,0.0,0.0,0.0,11.76,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,35,17.04,1.0,98.59,25.77,35.0,2.86,94.29,62.86,20.0,17.14,17.14,0.0,0.0,0.0,0.0,2.86,5.71,8.57,8.57,5.71,8.57,5.71,22.86,0.0,0.04766666666666670,0.0,0.0,0.0,5.71,0.1001050052502630,0.0,0.0572,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,31.43,2.86,2.86,8.57,5.71,2.86,14.29,2.86,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06292629262926290,0.0,11.43,2.86,8.57,0.0,5.71,2.86,2.86,0.0,0.0,0.0,0.0,2.86,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,40,38.6,10.58,86.07,1.0,40.0,15.0,90.0,60.0,17.5,15.0,12.5,0.0,0.0,0.0,2.5,2.5,7.5,12.5,12.5,5.0,5.0,5.0,22.5,0.0,0.0,0.0,0.0,0.0,5.0,0.17500875043752200,0.0,0.25,0.0,0.0,0.0,0.11251125112511300,0.0,0.0,0.0,0.0,17.5,0.0,2.5,2.5,5.0,0.0,7.5,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,5.0,0.0,2.5,0.0,0.0,0.0,2.5,12.5,0.0,10.0,5.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
48,27,36.1,1.38,58.07,88.52,9.0,14.81,92.59,70.37,22.22,3.7,3.7,0.0,0.0,0.0,0.0,18.52,3.7,18.52,14.81,3.7,3.7,3.7,22.22,7.41,0.06166666666666670,0.0,0.0,0.0,3.7,0.0,0.11101110111011100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93,3.7,0.0,7.41,3.7,3.7,14.81,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,7.41,0.0,3.7,0.0,7.41,22.22,0.0,7.41,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,30,13.07,25.24,10.08,25.77,10.0,26.67,83.33,56.67,16.67,13.33,10.0,0.0,0.0,0.0,3.33,3.33,6.67,6.67,13.33,10.0,10.0,0.0,20.0,6.67,0.0555,0.0,0.0,0.0,6.67,0.11655582779139000,0.09990999099909990,0.0666,0.0,0.0,0.0,0.14986498649865000,0.0,0.0,0.0,0.0,6.67,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,3.33,0.0,0.0,0.14675467546754700,0.0,13.33,0.0,6.67,0.0,3.33,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,10.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,32,23.1,5.92,35.37,99.0,16.0,21.88,78.12,59.38,18.75,15.62,12.5,0.0,3.12,0.0,0.0,3.12,6.25,12.5,12.5,9.38,6.25,3.12,18.75,3.12,0.15633333333333300,0.0,0.0,0.0,9.38,0.0,0.0,0.062400000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,3.12,3.12,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,3.12,0.0,0.0,15.62,0.0,3.12,0.0,3.12,0.0,0.0,0.0,3.12,0.0,0.0,3.12,0.0,3.12,0.0,0.0,0.0,12.5,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0
51,62,36.43,31.43,20.84,25.77,20.67,14.52,79.03,54.84,6.45,4.84,0.0,0.0,4.84,0.0,0.0,1.61,8.06,8.06,11.29,6.45,12.9,4.84,17.74,3.23,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,1.61,6.45,1.61,8.06,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,0.0,0.17733773377337700,0.0,16.13,0.0,6.45,0.0,4.84,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,4.84,1.61,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0
52,22,44.96,1.2,61.34,25.77,7.33,9.09,90.91,50.0,13.64,4.55,4.55,0.0,0.0,0.0,0.0,9.09,0.0,13.64,13.64,0.0,4.55,4.55,18.18,13.64,0.07583333333333330,0.0,0.0,4.55,9.09,0.1592579628981450,0.27272727272727300,0.0,0.0,0.0,0.0,0.20477047704770500,0.0,0.0,0.0,0.0,31.82,0.0,4.55,9.09,4.55,0.0,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,4.55,0.0,4.55,0.0,4.55,13.64,0.0,13.64,4.55,0.0,13.64,4.55,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,9,99.0,13.32,58.07,99.0,9.0,22.22,88.89,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,11.11,0.0,0.0,0.0,0.0,0.0,22.22,0.3703333333333330,0.0,0.0,0.0,22.22,0.0,0.6666666666666670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,22.22,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,59,93.26,56.74,16.91,1.0,19.67,20.34,77.97,50.85,13.56,11.86,3.39,0.0,1.69,0.0,6.78,1.69,5.08,20.34,3.39,0.0,6.78,1.69,13.56,1.69,0.0,0.0,0.0,1.69,5.08,0.17780889044452200,0.050705070507050700,0.16940000000000000,3.39,0.0,0.0,0.1525652565256530,0.0,0.0,0.0,0.0,6.78,0.0,3.39,0.0,0.0,0.0,3.39,1.69,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17,0.0,1.69,1.69,3.39,0.22376237623762400,5.08,6.78,1.69,8.47,1.69,3.39,3.39,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47,5.08,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
55,54,22.6,4.8,95.96,60.88,13.5,12.96,75.93,50.0,14.81,7.41,7.41,0.0,0.0,0.0,0.0,7.41,5.56,7.41,12.96,5.56,7.41,3.7,20.37,5.56,0.030833333333333300,1.85,1.85,1.85,1.85,0.0,0.16681668166816700,0.037000000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,3.7,0.0,0.0,5.56,0.0,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,12.96,0.0,12.96,1.85,5.56,5.56,0.0,1.85,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,0.0,7.41,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,52,24.14,1.0,99.0,5.37,13.0,17.31,78.85,51.92,17.31,15.38,15.38,0.0,0.0,0.0,0.0,1.92,5.77,7.69,7.69,3.85,11.54,3.85,15.38,1.92,0.0,1.92,0.0,3.85,1.92,0.0672033601680084,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,1.92,7.69,1.92,9.62,5.77,3.85,1.92,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,1.92,1.92,0.0,0.0,17.31,3.85,15.38,1.92,3.85,9.62,0.0,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,32,7.99,37.72,1.0,81.93,32.0,15.62,90.62,62.5,18.75,3.12,0.0,3.12,0.0,0.0,0.0,15.62,9.38,3.12,15.62,3.12,12.5,3.12,15.62,3.12,0.10416666666666700,0.0,0.0,0.0,9.38,0.10920546027301400,0.09360936093609360,0.125,0.0,0.0,0.0,0.14041404140414000,0.0,0.0,0.0,0.0,18.75,0.0,0.0,9.38,3.12,3.12,9.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,3.12,3.12,0.0,6.25,0.06864686468646870,0.0,15.62,0.0,6.25,0.0,3.12,3.12,6.25,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0
58,29,60.46,63.49,26.55,85.87,9.67,6.9,86.21,58.62,17.24,6.9,3.45,0.0,3.45,0.0,0.0,10.34,10.34,10.34,13.79,3.45,3.45,0.0,13.79,3.45,0.0575,0.0,0.0,3.45,3.45,0.0,0.10351035103510400,0.20680000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14,6.9,3.45,6.9,10.34,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,3.45,3.45,3.45,3.45,0.0,3.45,10.34,0.0,6.9,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,3.45,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0
59,55,28.05,10.17,85.21,98.09,11.0,21.82,87.27,58.18,12.73,9.09,9.09,0.0,0.0,0.0,0.0,3.64,3.64,10.91,16.36,5.45,5.45,3.64,20.0,5.45,0.12116666666666700,0.0,0.0,3.64,9.09,0.06370318515925800,0.16351635163516400,0.109,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,12.73,1.82,1.82,1.82,1.82,0.0,5.45,1.82,1.82,0.0,0.0,1.82,0.0,0.0,0.0,0.0,5.45,3.64,0.0,1.82,0.0,0.04004400440044000,0.0,12.73,1.82,12.73,0.0,7.27,5.45,1.82,0.0,0.0,0.0,0.0,3.64,0.0,1.82,0.0,1.82,0.0,10.91,9.09,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,13,82.82,22.08,99.0,25.77,13.0,0.0,92.31,53.85,15.38,7.69,7.69,0.0,0.0,0.0,0.0,7.69,7.69,15.38,15.38,0.0,0.0,0.0,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,15.38,23.08,7.69,30.77,7.69,15.38,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,19,35.06,5.73,50.35,97.58,19.0,15.79,94.74,47.37,10.53,5.26,5.26,0.0,0.0,0.0,0.0,5.26,5.26,10.53,15.79,5.26,5.26,5.26,31.58,5.26,0.1755,0.0,0.0,5.26,15.79,0.184109205460273,0.0,0.0,0.0,0.0,0.0,0.23672367236723700,0.0,0.0,0.0,0.0,15.79,0.0,5.26,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,0.0,5.26,5.26,5.26,0.0,5.26,21.05,0.0,10.53,0.0,10.53,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,51,15.27,50.0,53.79,90.49,12.75,11.76,86.27,58.82,17.65,15.69,7.84,0.0,3.92,0.0,3.92,1.96,3.92,11.76,11.76,7.84,11.76,1.96,11.76,0.0,0.098,3.92,0.0,1.96,7.84,0.06860343017150860,0.0,0.196,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,9.8,0.0,3.92,0.0,1.96,0.0,3.92,1.96,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,3.92,1.96,1.96,0.12937293729372900,0.0,13.73,1.96,9.8,1.96,3.92,3.92,1.96,0.0,0.0,0.0,0.0,3.92,0.0,3.92,0.0,0.0,0.0,11.76,5.88,3.92,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0
63,49,16.31,58.08,71.95,25.77,12.25,4.08,91.84,57.14,16.33,14.29,8.16,0.0,2.04,0.0,4.08,2.04,2.04,10.2,18.37,6.12,4.08,2.04,26.53,2.04,0.0,4.08,0.0,6.12,0.0,0.0,0.06120612061206120,0.24480000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33,2.04,4.08,0.0,6.12,4.08,2.04,4.08,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,4.08,0.0,0.0,0.08976897689768980,4.08,24.49,0.0,12.24,0.0,6.12,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,6.12,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0
64,28,68.29,63.97,13.15,99.0,9.33,17.86,89.29,50.0,10.71,3.57,3.57,0.0,0.0,0.0,0.0,7.14,7.14,10.71,14.29,3.57,3.57,0.0,21.43,7.14,0.17850000000000000,0.0,3.57,3.57,14.29,0.0,0.10711071107110700,0.14280000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,3.57,3.57,0.0,0.0,0.0,0.0,7.14,10.71,0.0,10.71,3.57,0.0,7.14,3.57,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,10.71,3.57,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,3.57
65,49,77.87,65.86,7.24,1.0,16.33,12.24,87.76,51.02,14.29,4.08,2.04,0.0,2.04,0.0,0.0,10.2,6.12,16.33,8.16,4.08,6.12,0.0,14.29,2.04,0.0,2.04,8.16,6.12,6.12,0.2142107105355270,0.0,0.0816,0.0,0.0,6.12,0.27542754275427500,0.0,2.04,0.0,2.04,4.08,0.0,0.0,0.0,2.04,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,0.0,8.16,6.12,2.04,0.31441144114411400,4.08,10.2,0.0,10.2,0.0,6.12,2.04,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,6.12,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,6.12
66,7,99.0,92.33,99.0,25.77,7.0,14.29,100.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.42874287428742900,0.2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,42.86,14.29,0.0,28.57,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,44,1.92,3.48,5.43,68.66,14.67,13.64,97.73,59.09,25.0,9.09,9.09,0.0,0.0,0.0,0.0,15.91,2.27,4.55,11.36,4.55,11.36,4.55,22.73,4.55,0.07583333333333330,0.0,0.0,0.0,6.82,0.07945397269863490,0.0,0.0454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,4.55,4.55,2.27,0.0,6.82,13.64,6.82,6.82,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,2.27,0.0,0.0,0.0,20.45,2.27,0.0,0.0,0.0,0.0,2.27,6.82,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,0.0,11.36,6.82,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,37,26.53,39.34,21.26,25.77,37.0,8.11,81.08,62.16,18.92,10.81,2.7,2.7,0.0,0.0,5.41,8.11,5.41,10.81,10.81,8.11,2.7,5.41,16.22,0.0,0.0,5.41,0.0,2.7,0.0,0.0,0.0,0.16220000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51,2.7,2.7,2.7,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,2.7,2.7,0.0,2.7,0.11903190319031900,0.0,16.22,0.0,8.11,0.0,5.41,2.7,2.7,0.0,0.0,0.0,0.0,2.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,19,86.88,50.0,1.0,99.0,9.5,36.84,78.95,47.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,10.53,15.79,0.0,10.53,0.0,15.79,10.53,0.26316666666666700,0.0,0.0,0.0,15.79,0.0,0.0,0.1052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,5.26,0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,15.79,5.26,0.0,0.0,10.53,0.0,0.0,10.53,0.0,5.26,0.0,5.26,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84,5.26,21.05,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26
70,21,41.91,31.71,2.82,95.81,10.5,14.29,85.71,61.9,9.52,4.76,4.76,0.0,0.0,0.0,0.0,4.76,9.52,9.52,14.29,9.52,9.52,0.0,14.29,4.76,0.07933333333333330,0.0,4.76,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,9.52,0.0,4.76,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,0.0,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
